"data_pedido","sup","inf","data_limite","id_cliente","cliente_premium","id_pedido"
"2024-05-03 10:58:53.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 10:58:53.0","698444",0,745
"2024-05-03 11:17:57.0",,"16;17;18;19;20","2024-05-14 11:17:57.0","811502",0,746
"2024-05-03 12:04:05.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 12:04:05.0","646864",0,747
"2024-05-03 12:27:34.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 12:27:34.0","278197",1,748
"2024-05-03 14:05:06.0","11;12;13;14","11;12;13;14","2024-05-14 14:05:06.0","826362",0,749
"2024-05-03 14:08:07.0","6;7;8;9","6;7;8;9","2024-05-14 14:08:07.0","765436",0,750
"2024-05-03 14:09:03.0","6;7;8;9;10;11","6;7;8;9;10;11","2024-05-14 14:09:03.0","914457",1,751
"2024-05-03 14:22:56.0","1;2;3;4;5;6",,"2024-05-14 14:22:56.0","379075",0,752
"2024-05-03 14:25:36.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 14:25:36.0","229580",0,753
"2024-05-03 14:31:31.0","16;17;18;19","16;17;18;19","2024-05-14 14:31:31.0","939802",0,754
"2024-05-03 15:34:52.0",,"1;2;3;4;5","2024-05-14 15:34:52.0","587402",0,755
"2024-05-03 15:55:47.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 15:55:47.0","392426",0,756
"2024-05-03 16:19:02.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 16:19:02.0","949239",0,757
"2024-05-03 16:22:19.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 16:22:19.0","442787",1,758
"2024-05-03 16:57:09.0","16;17;18;19","16;17;18;19","2024-05-14 16:57:09.0","910045",0,759
"2024-05-03 17:23:52.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 17:23:52.0","667820",0,760
"2024-05-03 17:28:07.0","1;2;3;4;5","1;2;3;4;5","2024-05-13 17:28:07.0","698444",0,761
"2024-05-03 17:37:19.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 17:37:19.0","304957",1,762
"2024-05-03 18:03:48.0","1;2;3;4;5","1;2;3;4;5","2024-05-14 18:03:48.0","792564",0,763
"2024-05-03 18:32:52.0","16;17;18;19","16;17;18;19","2024-05-14 18:32:52.0","910045",0,764
"2024-05-06 08:40:36.0","16;17;18;19","16;17;18;19","2024-05-15 08:40:36.0","381386",0,765
"2024-05-06 08:42:32.0","16;17;18;19;20;21;22","16;17;18;19;20;21;22","2024-05-15 08:42:32.0","138421",0,766
"2024-05-06 08:43:37.0","6;7;8;9","6;7;8;9","2024-05-15 08:43:37.0","899870",0,767
"2024-05-06 08:44:27.0","6;7","6;7;8;9;10","2024-05-15 08:44:27.0","771845",0,768
"2024-05-06 08:49:48.0",,"19;20;21;22;23","2024-05-15 08:49:48.0","114334",0,769
"2024-05-06 08:50:58.0","23;24;25;26;27","23;24;25;26;27","2024-05-15 08:50:58.0","631705",0,770
"2024-05-06 09:36:47.0",,"1;2;3;4;5","2024-05-15 09:36:47.0","554756",0,771
"2024-05-06 09:41:22.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 09:41:22.0","112785",0,772
"2024-05-06 09:42:48.0","11;12;13;14;15","11;12;13;14;15","2024-05-15 09:42:48.0","423409",0,773
"2024-05-06 09:55:17.0","8;9;10;11","8;9;10;11","2024-05-14 09:55:17.0","492804",0,774
"2024-05-06 10:31:36.0","26;27;28;29",,"2024-05-16 10:31:36.0","530151",0,775
"2024-05-06 10:41:04.0","11;12;13;14","11;12;13;14","2024-05-16 10:41:04.0","530151",0,776
"2024-05-06 10:46:56.0","22;23;24;25","22;23;24;25","2024-05-15 10:46:56.0","230692",0,777
"2024-05-06 11:16:41.0","6;7;8;9;10",,"2024-05-15 11:16:41.0","332714",0,778
"2024-05-06 11:22:09.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 11:22:09.0","492804",0,779
"2024-05-06 11:38:41.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 11:38:41.0","996660",0,780
"2024-05-06 11:42:42.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 11:42:42.0","890188",0,781
"2024-05-06 11:45:13.0","11;12;13;14","11;12;13;14","2024-05-15 11:45:13.0","332714",0,782
"2024-05-06 13:18:05.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 13:18:05.0","621350",0,783
"2024-05-06 13:32:28.0","6;7;8;9;10","6;7;8;9;10","2024-05-15 13:32:28.0","365352",0,784
"2024-05-06 13:36:02.0",,"46;47;48;49","2024-05-15 13:36:02.0","114334",0,785
"2024-05-06 13:40:42.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 13:40:42.0","861519",0,786
"2024-05-06 13:49:17.0","16","16;17;18;19","2024-05-15 13:49:17.0","729300",0,787
"2024-05-06 13:57:09.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 13:57:09.0","355134",0,788
"2024-05-06 14:00:15.0","11;12;13","11;12;13","2024-05-15 14:00:15.0","595856",0,789
"2024-05-06 14:10:44.0","11;12;13;14","11;12;13;14","2024-05-15 14:10:44.0","595856",0,790
"2024-05-06 14:11:49.0","6;7;8;9;10","6;7;8;9;10","2024-05-15 14:11:49.0","503115",0,791
"2024-05-06 14:16:03.0","11;12;13;14;15","11;12;13;14;15","2024-05-15 14:16:03.0","595856",0,792
"2024-05-06 14:16:37.0","16;17;18;19;20","16;17;18;19;20","2024-05-15 14:16:37.0","595856",0,793
"2024-05-06 14:30:52.0",,"11;12;13;14;15;16","2024-05-15 14:30:52.0","939802",0,794
"2024-05-06 14:39:57.0","6;7;8;9","6;7;8;9","2024-05-15 14:39:57.0","265193",0,795
"2024-05-06 15:02:06.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 15:02:06.0","789015",0,796
"2024-05-06 15:03:49.0","30;31;32;33",,"2024-05-15 15:03:49.0","423409",0,797
"2024-05-06 15:53:42.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 15:53:42.0","580124",0,798
"2024-05-06 16:26:35.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 16:26:35.0","741781",0,799
"2024-05-06 17:12:53.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 17:12:53.0","809370",0,800
"2024-05-06 17:22:22.0","16;17;18","16;17;18;19","2024-05-15 17:22:22.0","974529",0,801
"2024-05-06 17:26:24.0","11",,"2024-05-09 17:26:24.0","278197",1,802
"2024-05-06 17:50:34.0","6;7;8;9;10","6;7;8;9;10","2024-05-15 17:50:34.0","751693",0,803
"2024-05-06 17:51:37.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 17:51:37.0","805444",0,804
"2024-05-06 17:53:11.0","1;2;3;4;5","1;2;3;4;5","2024-05-15 17:53:11.0","152716",0,805
"2024-05-07 08:41:25.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 08:41:25.0","183744",0,806
"2024-05-07 08:45:05.0","6;7;8;9;10","6;7;8;9;10","2024-05-16 08:45:05.0","264254",0,807
"2024-05-07 08:45:42.0","11","11;12;13;14;15;16;17","2024-05-16 08:45:42.0","216514",0,808
"2024-05-07 08:47:18.0","22;23;24;25;26;27","22;23;24;25;26;27","2024-05-16 08:47:18.0","114334",0,809
"2024-05-07 08:50:35.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 08:50:35.0","492804",0,810
"2024-05-07 08:54:28.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 08:54:28.0","325004",0,811
"2024-05-07 09:17:20.0","19",,"2024-05-10 09:17:20.0","325992",0,812
"2024-05-07 09:25:46.0","6;7;8;9;10","6;7;8;9;10","2024-05-16 09:25:46.0","576979",0,813
"2024-05-07 10:22:00.0","6;7;8;9","6;7;8;9","2024-05-16 10:22:00.0","586132",0,814
"2024-05-07 10:52:24.0","1",,"2024-05-10 10:52:24.0","077041",0,815
"2024-05-07 11:00:56.0","16;17;18;19;20",,"2024-05-16 11:00:56.0","869647",1,816
"2024-05-07 11:49:21.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 11:49:21.0","263528",0,817
"2024-05-07 13:13:58.0","16;17;18;19","16;17;18;19","2024-05-21 00:00:00.0","816862",0,818
"2024-05-07 13:14:38.0",,"11;12;13;14;15","2024-05-21 00:00:00.0","816862",0,819
"2024-05-07 13:16:23.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 13:16:23.0","065205",0,820
"2024-05-07 13:28:00.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 13:28:00.0","159403",0,821
"2024-05-07 13:29:48.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 13:29:48.0","696115",0,822
"2024-05-07 13:30:51.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 13:30:51.0","696115",0,823
"2024-05-07 13:36:53.0","1;2;3;4;5","1;2;3;4;5","2024-05-16 13:36:53.0","410179",0,824
"2024-05-07 13:42:02.0","11;12;13;14;15","11;12;13;14;15","2024-05-16 13:42:02.0","595856",0,825
"2024-05-07 13:45:27.0","6;7;8;9","6;7;8;9","2024-05-16 13:45:27.0","516026",0,826
"2024-05-07 13:46:21.0","6;7;8;9","6;7;8;9","2024-05-16 13:46:21.0","516026",0,827
"2024-05-07 13:47:01.0","6;7;8;9;10","6;7;8;9;10","2024-05-16 13:47:01.0","548467",1,828
"2024-05-07 15:10:02.0","11;12;13;14","11;12;13;14","2024-05-16 15:10:02.0","966106",0,829
"2024-05-07 15:10:27.0","11;12;13;14","11;12;13;14","2024-05-16 15:10:27.0","966106",0,830
"2024-05-07 15:11:11.0","15;16;17;18","15;16;17;18","2024-05-16 15:11:11.0","021819",0,831
"2024-05-07 15:13:01.0","6;7;8;9","6;7;8;9","2024-05-17 00:00:00.0","690125",0,832
"2024-05-07 16:00:07.0","11;12;13;14;15","11;12;13;14;15","2024-05-16 16:00:07.0","312771",0,833
"2024-05-07 16:28:46.0","11;12;13;14","11;12;13;14","2024-05-16 16:28:46.0","312771",0,834
"2024-05-08 08:41:52.0","11;12;13;14","11;12;13;14","2024-05-17 08:41:52.0","320312",0,835
"2024-05-08 08:55:52.0","1;2;3;4;5","1;2;3;4;5","2024-05-17 08:55:52.0","120888",0,836
"2024-05-08 09:01:42.0","1;2;3;4;5","1;2;3;4;5","2024-05-17 09:01:42.0","503115",0,837
"2024-05-08 09:03:24.0","15;16;17;18","15;16;17;18","2024-05-17 09:03:24.0","503115",0,838
"2024-05-08 09:14:51.0","1;2;3;4;5","1;2;3;4;5","2024-05-17 09:14:51.0","075327",1,839
"2024-05-08 09:22:55.0",,"1;2;3;4;5","2024-05-17 09:22:55.0","674730",0,840
"2024-05-08 09:41:14.0","11;12;13;14","11;12;13;14","2024-05-17 09:41:14.0","770214",0,841
"2024-05-08 09:41:28.0","6;7;8;9","6;7;8;9","2024-05-17 09:41:28.0","075327",1,842
"2024-05-08 10:11:17.0","1;2;3;4;5","1;2;3;4;5","2024-05-17 10:11:17.0","681265",0,843
"2024-05-08 12:15:08.0","12;13;14;15","12;13;14;15","2024-05-17 12:15:08.0","072915",0,844
"2024-05-08 13:31:45.0","21;22;23;24",,"2024-05-17 13:31:45.0","899870",0,845
"2024-05-08 14:23:53.0","1;2;3;4;5","1;2;3;4;5","2024-05-17 14:23:53.0","809034",0,846
"2024-05-08 14:48:00.0",,"17","2024-05-13 14:48:00.0","182669",0,847
"2024-05-08 15:03:01.0","27;28;29;30",,"2024-05-17 15:03:01.0","817834",0,848
"2024-05-08 15:06:17.0","11;12;13;14","11;12;13;14;15;16;17","2024-05-17 15:06:17.0","556513",0,849
"2024-05-08 15:24:12.0","6;7;8;9","6;7;8;9","2024-05-15 00:00:00.0","108223",0,850
"2024-05-08 15:24:53.0","6;7;8;9","6;7;8;9","2024-05-15 00:00:00.0","108223",0,851
"2024-05-08 15:26:26.0","6;7;8;9","6;7;8;9","2024-05-15 00:00:00.0","108223",0,852
"2024-05-08 15:28:30.0","6;7;8;9;10;11","6;7;8;9;10;11","2024-05-17 15:28:30.0","653254",0,853
"2024-05-08 15:32:21.0","16;17;18;19","16;17;18;19","2024-05-17 15:32:21.0","218997",1,854
"2024-05-08 15:33:58.0","16;17;18;19","16;17;18;19","2024-05-17 15:33:58.0","218997",1,855
"2024-05-08 16:16:01.0","11;12;13;14","11;12;13;14","2024-05-17 16:16:01.0","681654",0,856
"2024-05-08 16:47:00.0","1;2;3;4;5","1;2;3;4;5","2024-05-17 16:47:00.0","577853",0,857
"2024-05-08 17:31:39.0","1;2;3;4;5","1;2;3;4;5","2024-05-17 17:31:39.0","253384",0,858
"2024-05-08 17:37:53.0","6;7;8;9","6;7;8;9","2024-05-17 17:37:53.0","442787",1,859
"2024-05-08 17:39:04.0","16;17;18;19","16;17;18;19","2024-05-17 17:39:04.0","442787",1,860
"2024-05-08 17:41:17.0","11;12;13;14","11;12;13;14","2024-05-17 17:41:17.0","800686",0,861
"2024-05-08 17:49:54.0","30;31;32;33","30;31;32;33","2024-05-17 17:49:54.0","698444",0,862
"2024-05-08 17:55:54.0","1;2;3",,"2024-05-17 17:55:54.0","657756",0,863
"2024-05-09 10:47:27.0","18;19;20;21;22","18;19;20;21;22;23","2024-05-20 10:47:27.0","851327",1,864
"2024-05-09 12:41:11.0","1;2;3;4;5","1;2;3;4;5","2024-05-20 12:41:11.0","588026",0,865
"2024-05-09 13:35:36.0",,"6;7;8;9;10;11;12","2024-05-21 13:35:36.0","631705",0,866
"2024-05-09 13:35:46.0","1;2;3;4;5","1;2;3;4;5","2024-05-20 13:35:46.0","116577",1,867
"2024-05-09 13:37:10.0","6;7;8;9","6;7;8;9","2024-05-20 13:37:10.0","839136",0,868
"2024-05-09 13:38:07.0","11;12;13;14","11;12;13;14","2024-05-20 13:38:07.0","839136",0,869
"2024-05-09 13:38:47.0","11;12;13;14;15","11;12;13;14;15","2024-05-20 13:38:47.0","839136",0,870
"2024-05-09 13:39:18.0","11;12;13;14","11;12;13;14","2024-05-20 13:39:18.0","839136",0,871
"2024-05-09 13:39:50.0","6;7;8;9;10","6;7;8;9;10","2024-05-20 13:39:50.0","839136",0,872
"2024-05-09 14:20:43.0","1;2;3;4;5","1;2;3;4;5","2024-05-20 14:20:43.0","509756",0,873
"2024-05-09 14:24:48.0",,"11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","2024-05-24 00:00:00.0","508099",0,874
"2024-05-09 14:50:41.0","1;2;3;4;5","1;2;3;4;5","2024-05-20 14:50:41.0","224057",1,875
"2024-05-09 14:52:04.0","6;7;8;9;10","6;7;8;9;10","2024-05-20 14:52:04.0","611516",0,876
"2024-05-09 14:52:24.0","16;17;18;19;20","16;17;18;19;20","2024-05-20 14:52:24.0","260435",0,877
"2024-05-09 15:43:53.0","6;7;8;9;10",,"2024-05-20 15:43:53.0","866196",0,878
"2024-05-09 15:57:13.0","6;7;8;9;10","6;7;8;9;10","2024-05-20 15:57:13.0","222364",0,879
"2024-05-09 15:59:53.0","6;7;8;9;10","6;7;8;9;10","2024-05-20 15:59:53.0","358956",0,880
"2024-05-09 16:52:45.0","1;2;3;4;5","1;2;3;4;5","2024-05-20 16:52:45.0","614391",0,881
"2024-05-09 16:56:44.0","1;2;3;4;5",,"2024-05-20 16:56:44.0","269847",1,882
"2024-05-09 17:21:20.0","1;2;3;4;5","1;2;3","2024-05-20 17:21:20.0","355134",0,883
"2024-05-09 17:57:41.0","1;2;3;4;5","1;2;3;4;5","2024-05-20 17:57:41.0","235819",0,884
"2024-05-09 18:19:06.0","16;17;18;19;20","16;17;18;19;20","2024-05-20 18:19:06.0","558541",0,885
"2024-05-09 18:23:17.0","16;17;18;19",,"2024-05-14 18:23:17.0","248909",0,886
"2024-05-10 09:17:17.0",,"8","2024-05-15 09:17:17.0","146207",1,887
"2024-05-10 09:54:09.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 09:54:09.0","446248",0,888
"2024-05-10 09:59:33.0","11;12","11;12","2024-05-21 09:59:33.0","220271",0,889
"2024-05-10 10:44:32.0","1;2;3","1;2;3","2024-05-21 10:44:32.0","873536",0,890
"2024-05-10 12:15:57.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 12:15:57.0","262425",0,891
"2024-04-30 18:15:14.0","6;7;8;9;10","6;7;8;9;10","2024-05-10 18:15:14.0","264254",0,892
"2024-05-10 14:31:57.0","15;16;17","15;16;17","2024-05-15 14:31:57.0","542717",1,893
"2024-05-10 14:47:50.0","1;2;3;4;5",,"2024-05-22 14:47:50.0","938225",0,894
"2024-05-10 14:59:49.0","16;17;18;19","16;17;18;19","2024-05-21 14:59:49.0","765436",0,895
"2024-05-10 15:00:37.0","6;7;8;9;10","6;7;8;9;10","2024-05-21 15:00:37.0","765436",0,896
"2024-05-10 15:01:41.0","6;7;8;9;10","6;7;8;9;10","2024-05-21 15:01:41.0","067253",0,897
"2024-05-10 15:05:16.0","23;24;25","23;24;25;26;27;28;29","2024-05-21 15:05:16.0","504896",0,898
"2024-05-10 15:06:05.0","16;17;18;19","16;17;18;19","2024-05-21 15:06:05.0","504896",0,899
"2024-05-10 15:35:24.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 15:35:24.0","516026",0,900
"2024-05-10 16:14:51.0","1;2;3;4;5","1;2;3;4","2024-05-21 16:14:51.0","292926",0,901
"2024-05-10 16:15:41.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 16:15:41.0","292926",0,902
"2024-05-10 16:21:31.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 16:21:31.0","332714",0,903
"2024-05-10 16:50:04.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 16:50:04.0","945455",0,904
"2024-05-10 16:56:29.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 16:56:29.0","332714",0,905
"2024-05-10 16:59:52.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 16:59:52.0","332714",0,906
"2024-05-10 17:04:24.0","1;2;3;4;5","1;2;3;4;5","2024-05-22 17:04:24.0","863395",0,907
"2024-05-10 17:14:00.0","16;17;18;19;20",,"2024-05-22 17:14:00.0","936675",0,908
"2024-05-10 17:18:14.0","6;7;8;9;10","6;7","2024-05-21 17:18:14.0","427354",0,909
"2024-05-13 08:39:40.0","9;10;11;12;13","9;10;11;12;13","2024-05-22 08:39:40.0","120888",0,910
"2024-05-13 09:07:03.0","11;12;13;14;15;16","11;12;13;14;15;16","2024-05-22 09:07:03.0","120888",0,911
"2024-05-13 09:20:19.0","6;7;8;9;10","6;7;8;9;10","2024-05-23 09:20:19.0","689347",1,912
"2024-05-13 09:22:20.0","6;7;8;9;10","6;7;8;9;10","2024-05-22 09:22:20.0","695183",0,913
"2024-05-13 10:41:22.0","1;2;3;4;5","1;2;3;4;5","2024-05-21 10:41:22.0","595856",0,914
"2024-05-13 10:51:26.0",,"16;17;18;19;20","2024-05-23 10:51:26.0","577853",0,915
"2024-05-13 10:51:52.0","16;17;18;19;20","16;17;18;19;20","2024-05-22 10:51:52.0","134769",0,916
"2024-05-13 11:12:22.0",,"6;7;8;9;10","2024-05-22 11:12:22.0","252847",1,917
"2024-05-13 12:11:29.0","1;2;3;4;5","1;2;3;4;5","2024-05-22 12:11:29.0","492804",0,918
"2024-05-13 12:12:36.0",,"3;4;5;6;7;8;9","2024-05-16 12:12:36.0","595856",0,919
"2024-05-13 12:12:41.0","1;2;3;4;5","1;2;3;4;5","2024-05-22 12:12:41.0","986049",0,920
"2024-05-13 12:17:42.0","6;7;8;9;10","6;7;8;9;10","2024-05-20 00:00:00.0","630937",1,921
"2024-05-13 12:18:03.0","6;7;8;9;10","6;7;8;9;10","2024-05-20 00:00:00.0","630937",1,922
"2024-05-13 12:18:38.0","6;7;8;9;10","6;7;8;9;10","2024-05-20 00:00:00.0","630937",1,923
"2024-05-13 12:19:29.0","12;13;14;15","12;13;14;15","2024-05-21 00:00:00.0","630937",1,924
"2024-05-13 12:21:37.0","6;7;8;9;10","6;7;8;9;10","2024-05-21 00:00:00.0","630937",1,925
"2024-05-13 12:43:17.0","18;19;20;21;22","18;19;20;21;22","2024-05-22 12:43:17.0","100487",1,926
"2024-05-13 12:43:56.0","1;2;3;4;5","1;2;3;4;5","2024-05-22 12:43:56.0","167072",0,927
"2024-05-13 12:44:28.0",,"1;2;3;4;5","2024-05-22 12:44:28.0","028432",0,928
"2024-05-13 14:13:41.0","11;12;13;14;15","11;12;13;14;15","2024-05-22 14:13:41.0","509024",0,929
"2024-05-13 14:14:12.0","16;17;18;19;20","16;17;18;19;20","2024-05-24 14:14:12.0","540787",1,930
"2024-05-13 14:18:38.0","21;22;23;24;25","21;22;23;24;25","2024-05-22 14:18:38.0","234446",0,931
"2024-05-13 14:22:52.0","21;22;23;24;25",,"2024-05-22 14:22:52.0","595856",0,932
"2024-05-13 14:24:15.0","11;12;13","11;12;13;14;15","2024-05-22 14:24:15.0","595856",0,933
"2024-05-13 14:30:04.0","6;7;8;9;10","6;7;8;9;10","2024-05-22 14:30:04.0","928824",0,934
"2024-05-13 14:32:27.0","6;7;8;9;10;11","6;7;8;9;10;11","2024-05-22 14:32:27.0","928824",0,935
"2024-05-13 14:35:37.0","6;7;8;9;10","6;7;8;9;10","2024-05-22 14:35:37.0","332714",0,936
"2024-05-13 14:49:43.0","1;2;3;4;5","1;2;3;4;5","2024-05-22 14:49:43.0","121173",0,937
"2024-05-13 15:11:20.0","1;2;3;4;5","1;2;3;4;5","2024-05-22 15:11:20.0","812479",0,938
"2024-05-13 15:16:00.0","1;2;3;4;5","1;2;3;4;5","2024-05-23 15:16:00.0","812479",0,939
"2024-05-13 15:20:44.0","1;2;3;4;5","1;2;3;4;5","2024-05-22 15:20:44.0","218997",1,940
"2024-05-13 17:15:22.0","11;12;13;14;15;16;17","11;12;13;14;15;16;17","2024-05-22 17:15:22.0","328003",0,941
"2024-05-13 17:23:46.0","15","15","2024-05-22 17:23:46.0","789015",0,942
"2024-05-13 17:43:30.0",,,"2024-05-15 00:00:00.0","816862",0,943
"2024-05-13 18:03:37.0","11;12;13;14","11;12;13;14;15","2024-05-22 18:03:37.0","492804",0,944
"2024-05-13 18:08:12.0","1;2","1;2;3;4;5","2024-05-21 00:00:00.0","124958",0,945
"2024-05-14 09:40:19.0","6;7;8;9;10;11","6;7;8;9;10;11","2024-05-23 09:40:19.0","390477",1,946
"2024-05-14 10:23:06.0","","","2024-05-23 10:23:06.0","587402",0,947
"2024-05-14 10:49:19.0","1;2;3;4;5","1;2;3;4;5","2024-05-23 10:49:19.0","089798",0,948
"2024-05-14 10:50:14.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 10:50:14.0","977418",0,949
"2024-05-14 10:54:11.0",,"18;19","2024-05-17 10:54:11.0","351350",0,950
"2024-05-14 10:59:05.0","6;7;8;9;10","6;7;8;9;10","2024-05-23 10:59:05.0","503115",0,951
"2024-05-14 12:07:35.0","6;7;8;9;10","6;7;8;9;10","2024-05-23 12:07:35.0","423409",0,952
"2024-05-14 12:35:13.0","11;12;13;14;15","11;12;13;14;15","2024-05-23 12:35:13.0","952204",0,953
"2024-05-14 12:35:33.0","7;8","7;8","2024-05-23 12:35:33.0","325213",0,954
"2024-05-14 12:38:28.0",,"10;10","2024-05-23 12:38:28.0","800686",0,955
"2024-05-14 13:32:49.0","1;2;3;4;5","1;2;3;4;5","2024-05-23 13:32:49.0","494361",0,956
"2024-05-14 14:33:14.0","6;7;8;9","6;7;8;9","2024-05-23 14:33:14.0","424037",1,957
"2024-05-14 14:33:48.0","6;7;8;9;10","6;7;8;9;10","2024-05-23 14:33:48.0","914928",0,958
"2024-05-14 14:38:14.0","1;2;3;4;5","1;2;3;4;5","2024-05-23 14:38:14.0","525636",0,959
"2024-05-14 14:43:04.0","1;2;3;4;5","1;2;3;4;5","2024-05-23 14:43:04.0","424037",1,960
"2024-05-14 16:05:10.0","1;2;3;4;5","1;2;3;4;5","2024-05-23 16:05:10.0","412719",0,961
"2024-05-14 16:07:37.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 16:07:37.0","408257",1,962
"2024-05-14 16:11:43.0","1;2;3;4;5","1;2;3;4;5","2024-05-23 16:11:43.0","553044",0,963
"2024-05-14 16:53:57.0","19;19","19;19","2024-05-21 00:00:00.0","816862",0,964
"2024-05-14 17:04:15.0","6;7;8;9;10","6;7;8;9;10","2024-05-23 17:04:15.0","587402",0,965
"2024-05-14 17:56:02.0","1;2;3;4;5","1;2;3;4;5","2024-05-23 17:56:02.0","574287",1,966
"2024-05-15 07:02:02.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 07:02:02.0","677065",0,967
"2024-05-15 07:03:20.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 07:03:20.0","833907",1,968
"2024-05-15 07:10:55.0","6;7;8;9;10","6;7;8;9;10","2024-05-24 07:10:55.0","939802",0,969
"2024-05-15 07:12:49.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 07:12:49.0","812646",0,970
"2024-05-15 07:57:30.0","21;22;23;24","21;22;23;24","2024-05-24 07:57:30.0","591893",0,971
"2024-05-15 08:33:18.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 08:33:18.0","446248",0,972
"2024-05-15 10:28:10.0",,"9;10;11;12;13;14;15","2024-05-21 00:00:00.0","698154",0,973
"2024-05-15 13:56:57.0","44;45;46;47;48;49","44;45;46;47;48;49","2024-05-23 00:00:00.0","816862",0,974
"2024-05-15 14:21:37.0","6;7;8;9;10","6;7;8;9;10","2024-05-24 14:21:37.0","414341",0,975
"2024-05-15 16:38:57.0","1;2;3;4;5",,"2024-05-24 16:38:57.0","883555",0,976
"2024-05-15 16:52:45.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 16:52:45.0","114817",1,977
"2024-05-15 17:00:43.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 17:00:43.0","588026",0,978
"2024-05-15 17:45:05.0","11;12;13;14;15","11;12;13;14;15","2024-05-24 17:45:05.0","875636",0,979
"2024-05-15 17:45:51.0","18;19;20","18;19;20;21;22","2024-05-24 17:45:51.0","942073",0,980
"2024-05-15 17:52:49.0","1;2;3;4;5","1;2;3;4;5","2024-05-24 17:52:49.0","332714",0,981
"2024-05-15 17:53:46.0","6;7;8;9;10","6;7;8;9;10","2024-05-24 17:53:46.0","108223",0,982
"2024-05-15 18:03:07.0","1;2;3;4;5",,"2024-05-20 00:00:00.0","545054",0,983
"2024-05-15 18:13:25.0","25;26;27","25;26;27","2024-05-17 00:00:00.0","137474",0,984
"2024-05-15 18:20:31.0","1;2;3;4;5;6;7;8;9",,"2024-05-24 18:20:31.0","424404",0,985
"2024-05-15 18:41:25.0","36","36;37;38;39;40;41;42;43;44","2024-05-24 18:41:25.0","816862",0,986
"2024-05-15 19:19:17.0","6;7;8;9;10","6;7;8;9;10","2024-05-24 19:19:17.0","020518",0,987
"2024-05-15 19:19:45.0","6;7;8;9","6;7;8;9","2024-05-24 19:19:45.0","807681",0,988
"2024-05-15 19:20:25.0","6;7;8;9;10","6;7;8;9;10","2024-05-24 19:20:25.0","423409",0,989
"2024-05-15 19:31:43.0","23;24;25;26;27;28;29","23;24","2024-05-24 19:31:43.0","543106",0,990
"2024-05-15 19:33:52.0","26;27;28;29;30;31;32;33",,"2024-05-24 19:33:52.0","543106",0,991
"2024-05-16 09:06:36.0","14;15;16;17","14;15;16;17","2024-05-27 09:06:36.0","591893",0,992
"2024-05-16 09:11:20.0","16;17;18;19;20","16;17;18;19;20","2024-05-27 09:11:20.0","555502",0,993
"2024-05-16 09:13:15.0","6;7;8;9","6;7;8;9","2024-05-27 09:13:15.0","351715",0,994
"2024-05-16 09:14:12.0","6;7;8;9","6;7;8;9","2024-05-27 09:14:12.0","351715",0,995
